amount,transaction_hour,is_new_receiver,is_new_device,location_change,failed_transactions,transaction_frequency,account_age_days,is_fraud
1060.99,21,0,0,0,2,6,301,0
1248.95,23,0,0,1,0,8,791,0
2023.64,19,0,1,0,0,6,272,0
1152.41,14,0,0,0,0,9,292,0
13634.51,21,1,0,0,4,11,760,1
511.81,1,0,1,0,0,7,906,0
4470.47,6,1,1,0,0,9,886,0
3179.83,19,0,0,0,0,7,608,0
24241.85,6,0,0,0,0,12,45,0
722.96,13,0,1,0,0,17,131,0
3053.55,12,0,0,0,0,4,106,0
20944.36,6,0,0,0,0,5,421,0
12047.46,7,0,0,0,0,14,264,0
10201.98,21,1,0,0,0,8,1,0
1799.65,10,1,1,0,1,13,467,1
1134.4,13,0,0,0,0,8,584,0
6637.36,14,0,0,0,2,16,983,0
15912.31,8,0,0,1,0,12,961,1
4891.9,10,1,0,0,1,8,30,0
5096.37,6,0,0,0,0,10,620,0
1980.85,19,0,1,1,0,10,452,1
8814.84,8,0,0,0,1,6,383,0
1252.47,7,0,0,0,1,10,981,0
2356.53,21,0,0,0,0,8,892,0
3334.87,18,1,0,0,1,3,85,0
4260.91,9,1,0,0,1,19,933,1
1675.68,11,0,0,0,0,7,596,0
741.9,2,0,0,0,2,8,28,0
5669.2,22,0,0,0,0,15,601,0
2053.38,10,1,0,0,0,11,609,0
5232.72,14,0,0,0,0,7,183,0
1015.99,6,0,0,0,0,10,318,0
3946.73,23,0,0,0,2,9,15,0
4573.28,16,0,0,1,0,18,97,0
329.29,14,0,0,0,0,25,707,0
2472.3,23,0,0,0,2,2,896,0
876.1,9,0,0,1,1,9,656,0
402.83,14,0,0,1,0,10,939,0
27617.21,12,0,0,0,0,17,879,0
2344.78,23,0,0,0,1,4,896,0
9970.42,15,0,1,0,0,4,602,0
1773.33,19,0,0,0,0,6,349,0
6874.85,20,0,0,0,0,8,917,0
8578.4,21,1,0,0,0,9,863,0
5442.68,6,0,0,0,0,6,507,0
3837.14,18,0,0,0,0,5,608,0
3194.55,23,0,1,0,1,5,584,1
2584.26,21,0,0,0,0,10,43,0
15925.34,18,0,0,0,0,15,263,0
10663.64,6,0,0,0,0,7,135,0
20129.06,23,0,0,0,0,9,821,0
806.37,17,0,0,0,0,6,698,0
7885.31,21,1,0,0,0,7,119,0
16726.76,10,1,1,1,0,12,220,1
1209.73,15,1,0,0,1,11,234,0
422.86,19,1,0,0,1,6,403,0
8118.36,9,1,0,1,0,18,539,1
5136.56,15,0,0,0,0,4,148,0
11074.46,10,0,0,1,2,3,868,0
913.35,4,0,0,0,1,8,622,0
9526.3,14,0,0,0,4,7,159,1
1361.08,19,1,1,0,0,6,514,0
1082.29,11,0,0,1,2,8,213,0
1086.67,21,0,0,1,0,3,701,0
10120.62,15,0,0,0,0,9,354,0
6575.28,8,1,0,0,0,13,827,0
4452.26,17,0,1,0,0,10,927,0
2676.77,21,1,1,0,0,2,753,0
12593.22,20,0,1,0,0,3,330,0
2999.88,21,0,0,0,2,12,312,0
10186.5,8,0,1,0,0,9,709,0
3479.65,16,0,1,0,2,9,164,0
2848.72,2,0,0,0,0,15,926,0
3736.97,16,0,0,0,0,14,115,0
2161.87,6,1,0,0,0,4,535,0
8270.66,9,0,0,1,0,10,39,0
4201.62,14,0,0,0,1,11,585,0
1595.46,18,0,0,0,0,10,596,0
13800.04,7,0,0,0,0,6,867,0
2915.99,14,0,0,1,1,6,326,0
4715.69,3,0,0,0,0,6,896,0
14226.97,16,0,0,0,0,7,886,0
5882.8,8,0,0,1,0,5,165,1
755.89,7,1,1,0,0,8,621,0
16873.7,14,0,1,0,1,9,109,1
5938.46,14,1,1,0,0,10,194,1
2456.96,3,0,0,1,0,14,571,1
909.86,8,1,0,0,0,8,850,0
9490.01,14,0,0,0,1,10,197,0
5816.65,6,0,0,0,2,6,270,0
4584.48,8,0,1,0,0,18,83,0
13469.82,9,1,0,1,0,8,819,0
9333.94,5,0,0,0,0,10,365,0
996.95,15,0,0,0,0,13,650,0
2251.38,17,1,1,1,0,4,248,1
1724.02,19,0,0,0,1,6,689,0
8184.21,21,0,0,0,1,3,693,0
214.65,2,0,0,0,0,5,565,0
5072.28,20,0,0,0,0,7,96,0
8634.48,22,0,0,0,0,9,89,0
12572.0,21,0,1,0,2,9,686,0
2522.05,17,0,0,0,2,7,993,0
10340.85,16,0,0,0,0,3,955,0
713.46,3,1,1,0,0,4,577,1
11252.46,20,0,0,0,0,13,611,0
828.28,21,0,1,0,0,5,822,0
3047.89,21,0,1,0,0,6,633,0
9586.03,4,0,0,0,0,11,570,0
984.53,18,0,0,1,0,7,679,0
1572.36,20,0,0,1,0,4,347,0
7696.26,9,0,1,0,0,13,330,0
7648.58,21,1,1,1,0,5,569,1
6159.07,12,0,0,1,1,15,354,0
7114.01,14,0,0,0,0,8,965,0
4704.81,18,0,0,0,2,4,975,0
1750.5,19,0,1,1,0,22,609,1
2555.1,19,1,0,0,0,12,408,0
1212.41,4,0,0,0,0,8,179,0
14355.26,20,0,0,0,0,7,87,0
5263.65,23,0,0,0,0,2,638,0
3083.47,10,0,1,0,0,10,257,0
3729.45,8,0,0,0,2,2,462,0
17666.94,4,0,0,0,1,3,732,0
1008.82,22,0,0,0,2,2,230,0
5304.67,17,0,0,1,0,12,237,0
4239.97,3,0,0,0,0,6,267,0
5682.07,3,0,0,0,0,2,841,0
119.66,21,0,0,0,1,9,981,0
12350.16,12,0,1,0,4,4,71,0
16149.93,5,1,0,1,1,9,839,1
5006.29,17,0,1,0,0,12,888,0
7167.22,19,1,0,0,0,6,91,0
15354.82,16,0,0,0,0,11,477,0
7380.38,6,1,0,0,0,5,843,0
1003.06,21,0,0,0,0,13,901,0
5162.21,8,0,0,0,0,3,619,0
5609.33,22,1,0,0,0,10,187,0
3321.25,14,1,0,0,0,7,524,0
8010.94,15,0,0,1,0,9,91,0
16352.06,13,0,0,0,1,3,180,0
15597.26,3,0,0,0,0,11,65,1
3606.19,7,1,0,1,0,10,904,1
731.07,18,0,0,1,0,10,54,1
25145.04,22,0,0,0,0,3,929,0
10964.31,9,0,1,1,0,7,613,0
808.88,12,1,0,0,2,10,938,0
15227.85,17,0,1,0,0,5,706,0
12246.54,14,0,0,0,0,5,758,0
4399.31,11,1,1,0,0,7,353,0
5378.28,16,0,0,0,0,4,324,0
3064.99,14,0,0,0,0,3,291,0
347.91,0,0,0,0,0,9,918,0
2459.59,7,0,0,1,0,5,551,0
9752.85,21,0,1,0,2,11,5,1
37.86,0,0,0,0,0,8,8,0
2444.28,13,0,0,0,1,3,574,0
3056.67,9,0,0,0,0,16,995,0
4635.3,7,0,0,0,0,24,51,0
15153.55,21,0,0,0,0,8,34,0
2561.06,13,0,0,0,1,9,41,0
2566.64,8,0,0,0,1,3,276,0
8035.05,8,0,0,0,0,11,594,0
3621.27,9,0,0,0,0,5,615,0
1536.29,17,0,0,0,3,12,155,1
3623.69,5,1,0,0,2,12,888,1
920.92,9,0,0,1,0,9,851,0
1174.33,20,0,0,0,0,10,73,0
4149.33,23,0,1,1,1,7,596,1
3267.26,18,0,0,0,0,9,711,0
14789.76,7,0,1,0,1,18,16,1
2710.21,8,0,0,0,0,7,78,0
5223.41,18,0,1,0,1,8,201,0
6012.34,10,0,0,1,0,13,263,0
89.09,3,0,0,1,0,5,661,0
6545.61,8,0,0,0,0,6,557,0
1186.35,3,0,0,0,2,12,890,0
19485.99,17,0,1,1,1,5,606,1
975.68,6,1,0,0,2,6,718,0
3223.01,10,1,0,1,2,10,993,1
545.28,11,1,0,1,0,7,155,0
34618.49,11,1,1,0,0,4,973,1
4195.28,3,0,0,0,0,6,642,0
5438.92,1,1,0,0,2,4,989,0
426.59,6,0,0,0,0,15,768,0
8326.82,14,0,0,0,0,8,455,0
1423.62,22,1,1,0,0,12,13,1
13709.89,20,0,0,0,0,10,629,0
1387.53,8,1,0,1,1,11,255,1
1279.42,13,0,0,0,1,5,975,0
233.41,3,1,1,0,0,11,749,1
3842.71,11,0,0,0,2,7,505,0
5002.26,3,0,1,0,0,7,403,0
417.8,6,0,0,0,0,5,713,0
8974.02,7,1,0,0,2,3,362,0
3633.01,8,0,0,0,0,4,822,0
4468.95,18,0,0,0,0,3,238,0
3497.09,14,0,1,1,1,9,186,1
3082.59,19,0,0,0,2,8,394,0
4930.98,14,0,0,0,1,4,899,0
1022.22,7,0,1,1,1,11,913,1
1214.83,5,0,0,1,0,14,138,1
11883.7,10,0,0,0,0,7,985,0
17535.47,1,0,0,0,2,3,299,0
2813.81,22,0,0,0,0,5,51,0
1904.39,12,0,1,0,0,11,434,0
6206.94,9,0,0,0,0,3,513,0
3162.94,13,1,0,0,1,9,532,0
164.28,10,0,0,0,0,11,343,0
1028.7,22,0,0,0,1,17,191,0
7562.1,8,0,0,0,0,4,883,0
6463.9,21,0,0,0,0,14,720,0
174.82,14,0,0,0,1,1,810,0
1515.96,1,0,0,0,0,24,310,0
1586.57,20,1,0,1,0,6,611,0
6696.49,15,0,0,0,2,10,825,0
129.44,8,0,0,0,1,13,46,0
669.62,10,0,0,0,0,7,398,0
9664.11,14,0,0,0,0,11,76,0
1190.07,15,1,1,0,0,9,511,0
6356.19,4,0,0,0,0,12,503,0
1642.29,5,1,0,0,0,9,182,0
638.44,21,0,1,0,0,9,132,0
1681.72,23,0,0,1,0,11,356,1
7696.57,23,0,0,0,0,10,447,0
11625.02,17,0,1,0,0,8,868,0
10649.51,13,0,0,0,0,1,277,0
3046.85,12,0,0,0,4,7,897,0
6627.26,7,0,0,0,4,8,572,0
1386.36,23,0,1,0,0,17,23,1
2091.6,9,0,1,0,1,8,528,0
13609.59,21,0,1,0,1,17,526,1
88.52,9,1,0,0,0,6,617,0
546.32,4,0,0,0,0,23,118,0
1408.3,10,0,0,0,0,13,77,0
171.34,4,0,0,0,0,22,386,0
1211.22,21,0,1,1,0,2,589,0
5258.61,23,0,0,0,3,6,647,0
3293.12,20,0,0,0,1,7,590,0
13401.18,22,0,0,0,2,5,467,0
10214.18,22,0,0,0,2,9,70,0
2519.64,0,0,0,0,1,6,78,0
1811.96,7,0,0,0,0,2,986,0
2875.24,23,1,0,0,0,4,140,0
5363.91,20,0,0,0,0,12,920,0
1882.37,23,0,1,1,1,3,662,1
5881.37,13,0,0,0,0,5,814,0
3169.82,7,1,0,0,2,15,746,0
4828.4,17,0,1,0,4,2,853,1
3447.55,10,0,0,0,0,9,880,0
2102.8,15,1,0,0,0,6,751,0
17801.6,19,0,0,0,2,9,414,0
8663.53,13,0,0,0,0,3,516,0
915.73,9,0,0,0,0,10,221,0
12181.03,18,1,0,0,2,9,232,0
4019.92,10,1,0,0,1,5,422,0
13507.24,15,0,0,0,0,6,715,0
9662.29,22,0,0,0,2,13,488,0
3332.54,0,0,0,0,0,2,44,0
146.35,9,0,0,0,0,3,976,0
1887.4,21,0,0,0,0,16,281,0
4690.53,6,0,0,0,0,4,964,0
6032.18,0,1,0,0,0,3,74,0
1799.53,7,1,0,0,3,6,98,1
910.45,22,0,0,0,0,10,503,0
10818.32,19,0,1,1,0,8,80,0
24973.74,7,0,0,0,0,5,568,0
4485.37,23,0,0,0,0,5,260,0
1140.13,22,0,0,0,2,11,192,0
1917.26,9,0,0,0,0,4,722,0
121.37,16,0,0,0,0,3,429,0
14751.33,3,0,1,0,0,16,377,1
761.69,16,1,0,0,1,11,595,1
5165.44,3,0,1,0,0,8,608,0
1931.69,21,0,0,0,0,10,13,0
4857.01,22,1,0,1,4,8,275,1
6333.33,17,0,1,0,0,8,265,0
10632.64,19,0,0,0,0,23,992,0
1397.22,23,0,1,0,4,4,984,1
76.34,18,1,1,1,1,15,868,1
893.25,6,0,0,0,1,6,218,0
13826.63,10,0,0,0,0,8,708,0
12433.61,23,0,0,1,0,22,828,1
5469.07,15,0,0,1,0,3,702,0
5515.5,21,0,0,0,5,3,384,0
6572.41,22,0,0,0,4,2,222,0
1166.93,21,1,0,0,0,8,161,0
14759.26,21,1,0,0,0,8,253,0
3265.66,18,0,0,0,0,6,481,0
2908.66,15,0,0,0,0,12,287,0
4400.3,20,0,0,0,0,11,830,0
298.63,6,1,0,0,1,8,719,0
1101.17,16,0,0,0,2,7,204,0
8047.23,18,0,0,0,1,7,203,0
528.57,19,1,0,0,0,7,873,0
5555.21,12,0,1,0,1,5,941,0
1699.0,14,0,0,0,1,6,369,0
2968.85,14,1,0,0,0,1,178,0
2053.91,13,1,0,1,0,6,727,0
2647.29,2,0,0,1,0,9,781,0
7627.38,20,0,0,0,1,14,738,0
2125.43,17,1,0,0,3,7,859,1
5023.86,3,0,0,0,0,17,804,0
3888.16,10,0,0,0,3,8,650,0
6548.0,21,0,1,0,0,8,562,0
16581.53,8,1,0,0,1,6,558,0
7923.43,17,0,0,0,2,7,828,0
1461.97,21,0,0,0,0,16,624,0
200.08,14,1,0,1,3,4,243,1
1835.02,11,0,0,0,0,12,534,0
5434.36,14,1,0,1,0,16,983,1
326.77,6,0,0,0,0,8,316,0
4125.44,11,0,0,0,0,3,930,0
5460.57,6,0,0,0,2,8,201,1
2450.99,11,0,0,0,0,8,642,0
8851.9,16,0,0,1,0,8,596,0
686.31,23,1,0,1,1,5,384,1
478.66,6,0,0,0,0,1,949,0
7825.88,17,1,0,0,0,10,712,0
4115.02,20,0,0,0,0,3,893,0
7006.26,18,0,0,0,0,11,540,0
3433.74,11,0,0,0,0,11,317,0
1707.38,2,0,1,0,0,19,340,1
10268.94,21,0,0,1,0,12,812,0
9649.13,0,1,1,0,0,9,135,1
7128.69,0,0,0,0,1,16,713,0
1915.92,0,0,0,1,1,19,224,1
5362.97,15,0,0,0,0,21,288,0
2696.86,12,0,0,0,3,13,189,1
586.3,21,0,1,0,2,15,507,1
14966.2,6,0,0,0,3,3,749,0
892.78,22,0,0,1,0,16,124,0
18012.94,22,1,0,1,2,13,29,1
3553.61,8,0,0,0,1,7,283,0
1238.38,11,0,1,0,0,6,304,0
4694.02,4,0,0,0,0,8,309,0
12388.85,23,1,0,0,1,3,795,0
7915.65,9,0,0,1,0,14,271,0
9866.76,23,0,1,1,0,7,352,1
6461.43,22,0,0,0,0,20,2,0
7081.32,19,1,1,0,1,8,271,1
11360.63,0,0,0,0,3,15,172,1
1733.44,23,0,0,0,0,4,684,0
4043.31,19,0,0,0,1,5,267,0
1510.08,7,0,0,1,0,7,969,0
26383.35,14,0,0,0,1,13,451,0
17310.78,22,0,0,1,0,8,864,0
251.35,14,0,0,0,2,7,162,0
7346.39,15,0,0,0,0,6,436,0
15571.5,18,0,1,0,0,6,324,1
1204.92,1,0,0,1,0,5,669,0
5045.22,10,0,0,0,1,4,816,0
14835.19,3,1,0,0,3,12,655,1
217.21,1,0,0,0,0,21,139,0
7182.46,11,1,1,0,0,12,298,1
2127.37,11,0,0,1,1,3,357,0
15503.49,17,1,0,0,2,1,177,0
21264.82,10,0,0,1,0,12,893,1
17333.04,21,0,0,0,0,8,751,0
3867.17,16,0,0,0,0,3,586,0
11894.86,15,0,0,0,0,6,783,0
11178.56,8,0,0,1,0,9,11,0
2316.04,6,0,0,0,0,5,561,0
10603.59,12,0,1,0,0,6,254,0
236.26,15,0,0,0,1,8,637,0
5452.05,0,0,1,0,5,3,650,1
1578.26,8,0,1,0,3,9,912,0
780.87,21,0,0,0,1,11,727,0
490.45,12,0,0,1,2,7,11,0
7160.07,14,1,0,0,0,6,453,0
2501.96,8,0,0,0,0,11,590,0
7750.82,9,0,0,1,0,4,746,0
415.54,11,1,0,0,1,10,822,0
2282.56,18,0,0,0,4,15,471,0
4662.54,21,0,0,1,2,4,768,0
9394.58,19,1,0,1,0,4,689,0
2312.98,17,0,0,0,1,6,917,0
5909.25,12,0,0,0,3,6,479,0
13038.17,16,1,0,0,0,6,141,0
5750.54,14,1,1,1,1,5,24,1
1601.29,16,0,0,0,0,6,595,0
158.22,13,0,0,0,2,2,690,0
12255.89,6,0,0,0,0,9,562,0
138.99,4,0,0,0,0,9,964,0
12472.35,12,0,0,0,1,10,967,0
4526.58,7,0,0,0,0,23,892,0
16797.95,15,1,1,0,0,7,18,1
9630.24,16,1,0,1,0,9,447,0
37103.17,11,0,0,0,2,8,566,0
2601.27,6,0,0,0,0,5,877,0
8755.15,6,0,0,1,2,6,231,0
3094.29,16,0,0,0,1,9,601,0
3932.12,12,0,0,0,0,20,444,0
5935.2,23,1,1,1,0,4,460,1
12423.48,16,0,0,0,0,10,823,0
24852.38,1,1,0,1,0,10,657,1
8783.18,9,0,0,0,0,6,264,0
3255.31,12,0,0,0,0,2,771,0
3292.42,21,0,0,0,0,5,877,0
8036.91,23,0,0,0,0,4,935,0
1646.97,18,1,1,1,1,4,230,1
712.4,6,0,0,0,0,4,764,0
2637.52,13,0,0,0,3,12,415,1
2041.65,6,0,1,0,0,15,611,0
2118.49,16,0,0,0,0,11,831,0
1606.37,15,1,0,0,0,3,754,1
268.03,19,0,0,0,0,3,356,0
118.21,7,0,0,1,1,14,432,0
26409.87,9,0,0,0,0,11,96,0
3359.32,2,0,0,0,0,2,337,0
2920.23,20,0,0,0,0,8,970,0
6840.0,20,0,0,1,0,3,954,0
1487.35,12,0,0,0,0,7,301,0
17979.74,17,1,1,0,0,5,87,1
9270.36,16,0,0,0,0,8,515,0
571.98,17,0,0,0,0,7,717,0
3253.39,6,1,0,0,0,7,930,0
12687.66,9,0,0,0,1,14,949,0
17383.37,20,0,1,0,0,7,23,1
3789.92,23,0,0,0,0,7,945,0
5712.37,16,0,0,0,0,9,476,0
1106.57,18,0,0,0,0,3,671,0
28386.67,12,0,0,0,0,10,474,0
1591.23,22,0,0,0,0,9,72,0
17170.06,17,0,1,0,0,9,789,0
6302.88,22,1,0,0,0,9,184,0
5624.93,20,0,1,0,1,19,395,1
4323.11,5,1,0,0,2,7,643,0
1583.41,21,0,1,0,0,4,370,0
1175.35,13,0,0,0,0,9,7,0
1504.51,20,0,1,1,0,4,806,0
1248.0,12,0,0,1,1,7,836,0
9083.44,21,0,1,1,4,8,695,1
2595.85,22,1,0,0,0,6,989,0
367.5,4,0,0,0,0,8,265,0
20872.51,16,0,0,1,1,4,457,0
12923.93,5,0,1,0,1,8,323,1
15775.93,12,0,0,0,0,16,721,0
31690.3,1,0,0,0,1,13,484,1
1156.2,15,1,0,0,0,9,522,0
3037.49,13,1,0,1,0,6,813,0
8528.82,17,0,0,0,0,13,497,0
7154.77,23,0,0,0,0,9,23,0
1012.68,20,0,0,1,1,5,18,0
10161.48,9,0,0,0,1,11,958,0
1535.02,22,0,1,0,2,11,952,1
1530.21,13,1,1,0,0,2,133,0
4629.84,14,1,0,0,0,21,240,0
5402.77,16,1,0,0,0,3,346,0
5216.24,12,0,0,0,0,17,721,0
585.68,7,0,0,1,1,8,850,0
12605.95,15,0,0,0,0,2,208,0
1862.21,12,0,0,0,0,13,708,0
842.23,19,0,0,0,0,9,595,0
13185.75,9,0,0,0,0,6,80,0
18704.06,22,0,0,0,0,4,493,0
11898.56,7,1,0,1,0,9,981,1
9959.12,18,0,0,0,1,8,548,0
6399.48,19,1,0,0,1,3,642,0
4812.49,6,0,0,0,0,11,285,0
556.03,23,0,0,0,0,9,75,0
3160.09,23,1,0,0,1,3,665,1
2807.87,18,0,0,0,0,11,535,0
1814.63,4,0,0,0,1,1,309,0
7721.53,13,0,0,0,0,9,492,0
4119.59,21,0,0,0,0,8,704,0
517.12,10,0,0,0,3,5,78,0
1502.18,18,1,0,0,0,7,972,0
6908.02,18,1,0,0,0,1,75,0
485.11,15,0,0,0,0,11,644,0
11441.19,4,0,0,1,0,8,842,0
4110.92,3,1,0,0,0,3,525,0
3940.33,15,0,1,0,0,1,413,0
5394.93,19,0,0,0,0,7,149,0
10456.89,13,1,0,0,3,8,610,1
2574.51,8,1,0,0,0,1,648,0
6809.52,6,1,0,1,0,4,354,0
5014.56,16,0,0,0,0,8,392,0
1873.89,6,0,0,0,0,9,989,0
12663.47,20,1,1,0,0,9,501,0
9589.9,15,0,0,0,0,14,212,0
6455.6,12,1,0,0,2,10,39,1
11416.03,14,0,0,0,0,8,81,0
12127.72,18,1,0,0,0,12,423,1
7403.47,9,0,1,0,1,12,988,1
10894.52,6,0,0,1,0,7,949,0
7183.48,6,0,0,0,1,6,838,0
6849.25,10,0,1,0,0,11,293,0
5793.62,16,0,0,0,1,9,863,0
8393.32,3,0,0,0,1,3,199,0
1046.17,18,1,1,0,2,7,429,1
12775.28,12,0,0,0,0,12,928,0
12337.02,10,0,0,0,1,4,927,0
188.1,22,0,0,0,0,16,385,0
10495.88,8,1,1,0,1,5,898,1
837.78,0,0,1,1,0,3,310,1
2458.88,21,0,0,0,0,6,415,0
8173.95,14,1,1,0,0,8,910,0
1061.55,17,0,0,0,0,4,119,0
10231.4,13,0,0,0,0,6,408,0
10717.54,15,0,0,0,0,13,781,0
4259.17,1,1,0,0,0,6,852,0
48.44,16,0,0,0,1,4,715,0
2039.96,7,1,0,1,0,7,515,0
5767.18,18,1,0,0,0,2,585,0
23848.98,23,0,1,0,0,10,510,1
6004.99,23,0,0,0,0,7,546,0
1815.04,11,0,1,0,0,3,10,0
6040.83,14,0,1,1,5,16,847,1
4668.98,14,0,0,0,0,9,625,0
9090.55,18,1,0,0,1,1,326,0
688.88,21,0,0,1,0,6,11,0
8598.45,19,0,0,1,2,10,995,0
4685.72,8,0,0,0,0,10,999,0
19789.73,7,0,0,1,2,4,893,0
2520.14,1,0,0,0,0,3,876,0
6018.18,0,0,0,0,0,4,541,0
16141.97,12,0,0,0,0,7,879,0
658.92,14,0,0,0,0,10,360,0
16619.52,17,0,0,0,0,19,158,0
6996.32,14,0,1,1,0,11,591,1
431.49,21,1,0,0,1,9,258,0
2158.31,20,1,1,1,0,7,727,1
7399.55,21,0,0,0,0,3,141,0
428.36,12,0,0,0,0,6,346,0
5246.09,19,1,0,0,1,17,885,1
2556.81,23,0,0,0,0,11,236,0
5829.98,1,0,0,0,0,8,165,0
290.93,22,0,1,0,0,12,149,0
12322.68,12,0,0,0,0,3,789,0
21791.17,9,0,0,1,0,5,810,0
20829.01,6,0,0,0,3,28,453,1
8319.42,15,1,0,0,0,15,446,0
846.17,18,0,0,0,0,18,71,0
8529.43,20,0,0,0,1,9,123,0
159.37,12,1,0,0,0,4,600,0
144.23,13,1,0,0,0,4,955,0
2355.91,8,1,1,1,5,15,847,1
4034.13,2,1,0,0,4,12,580,1
8838.69,2,0,0,0,0,4,535,0
6908.71,17,1,0,1,0,11,688,1
3552.49,22,0,0,1,2,8,345,0
1928.15,6,0,0,1,0,8,527,0
35119.17,16,0,0,0,0,17,301,0
3342.65,8,0,0,0,0,13,397,0
3612.17,11,1,0,0,0,10,770,0
1082.06,7,0,0,1,5,14,441,1
9512.9,18,0,0,1,1,5,368,0
7108.79,11,0,0,0,0,16,102,0
1506.69,3,0,0,0,1,6,777,0
525.84,8,0,0,0,0,5,663,0
6855.97,13,0,0,0,2,5,653,0
6386.77,21,1,1,0,0,20,421,1
1925.12,8,0,0,0,0,4,837,0
18088.93,21,0,0,1,0,6,529,0
992.59,10,0,0,0,0,2,467,0
3407.34,14,0,0,0,0,3,278,0
17263.41,7,0,0,0,0,8,672,0
3275.54,23,0,1,0,5,15,640,1
6115.39,11,0,0,0,2,3,370,0
3050.95,13,0,0,1,0,2,699,0
1933.01,22,0,0,0,2,9,534,0
24812.62,1,0,0,0,3,22,399,1
3169.03,13,0,0,0,1,5,894,0
13481.52,20,0,0,0,0,3,101,0
1577.83,20,0,0,0,2,9,784,0
1447.96,17,1,0,0,0,9,33,0
199.77,3,0,0,0,0,10,35,0
6337.58,19,0,0,0,0,10,209,0
2768.19,7,0,0,0,0,4,925,0
11996.43,15,0,0,1,3,4,375,0
3855.72,22,0,0,0,1,8,587,0
20698.49,6,1,0,0,2,7,359,0
1241.27,2,1,1,0,1,5,849,1
12188.11,21,1,1,0,0,3,744,0
9002.66,3,1,0,0,1,10,476,1
8852.15,13,0,0,1,0,14,215,0
11187.6,18,0,1,0,0,4,915,0
8598.35,20,0,0,0,1,7,642,0
5914.53,8,1,0,1,0,20,793,1
854.16,14,0,0,0,1,22,87,0
208.4,16,0,0,0,0,20,534,0
15228.3,12,0,0,0,1,12,181,0
5762.85,22,1,0,0,0,8,261,0
9563.64,10,0,0,0,0,7,595,0
3951.15,22,0,0,0,0,10,702,0
758.67,23,1,0,0,0,6,629,0
812.46,4,0,0,0,0,10,398,0
6951.87,2,1,0,0,0,12,92,1
3385.93,8,0,0,0,1,11,264,0
1352.8,9,0,0,0,0,11,722,0
4068.86,14,1,0,0,0,1,291,0
408.18,6,0,0,0,0,13,323,0
5243.23,5,0,0,0,3,4,400,0
1890.0,9,0,0,0,3,6,317,0
9593.84,9,0,0,0,0,6,838,0
2239.53,11,0,0,0,0,2,293,0
3654.24,23,0,0,0,0,8,857,0
80.13,20,0,0,0,0,11,957,0
461.23,15,1,0,0,0,5,111,0
3000.35,8,0,0,1,0,14,577,0
3932.85,2,0,0,1,0,4,502,0
5508.05,11,0,0,1,0,7,951,0
2079.01,9,0,0,1,0,10,671,0
7134.3,22,1,0,0,0,7,737,0
11811.93,12,0,0,0,2,11,140,0
9090.7,3,1,0,0,2,9,831,0
252.55,21,0,0,0,2,9,150,0
3939.41,10,0,0,0,0,18,116,0
675.12,7,0,0,0,0,11,132,0
1672.79,12,0,0,0,0,8,861,0
25913.1,15,0,0,0,0,3,608,0
932.37,10,0,1,0,0,11,278,0
4155.56,12,0,0,0,2,9,250,0
5786.45,17,1,0,0,4,3,508,0
7283.34,14,0,0,1,1,9,107,0
4931.09,8,0,1,1,1,9,618,1
68.91,11,0,1,0,0,12,827,0
2381.26,14,0,0,0,1,9,712,0
4385.28,16,1,0,1,3,8,464,1
561.81,16,0,0,0,0,4,492,0
2600.49,22,0,0,1,0,22,355,0
212.6,3,0,0,0,0,10,247,0
501.03,21,0,0,0,0,10,301,0
3044.27,17,0,0,0,0,4,315,0
864.33,12,0,0,0,3,4,138,0
5039.6,3,1,0,0,0,10,916,1
7026.75,10,0,0,0,1,9,35,0
9684.25,16,0,0,0,0,4,435,0
1349.99,8,0,0,0,0,4,139,0
1109.81,2,0,0,0,0,3,470,0
672.69,21,1,0,0,1,5,843,0
6080.7,23,1,0,0,0,6,458,0
7364.77,19,0,0,0,4,8,952,0
202.57,21,0,0,0,1,6,334,0
16523.16,7,0,1,0,1,9,785,0
330.22,22,0,1,0,3,4,957,1
4686.11,8,0,0,0,5,2,692,0
7417.84,11,1,0,0,0,7,593,0
12296.22,7,0,0,1,1,3,696,0
7522.4,23,0,1,1,0,10,190,1
9718.7,19,1,0,0,0,12,229,0
2498.1,3,0,0,0,0,9,563,0
10128.73,15,1,0,0,0,11,808,0
511.04,11,0,0,0,0,7,457,0
13522.3,16,1,0,0,0,11,757,0
4769.03,14,0,0,1,1,3,285,0
10209.39,14,0,0,0,0,5,945,0
3622.37,7,0,0,0,0,11,27,0
6199.83,4,0,1,0,2,2,891,0
4494.39,13,0,1,0,0,5,944,0
7901.43,19,1,0,0,0,16,950,0
520.93,20,1,0,0,4,11,172,1
383.5,21,0,0,0,0,7,693,0
1712.96,11,0,1,0,0,2,988,0
1052.87,18,0,0,0,1,7,766,0
12334.21,14,0,0,0,0,6,699,0
1494.72,10,0,0,0,0,6,470,0
22354.62,21,1,0,0,1,13,781,1
2474.94,16,0,0,0,0,6,272,0
1216.22,16,0,0,0,0,10,812,0
9365.28,22,0,0,1,0,5,956,0
6460.1,15,1,0,0,1,11,964,0
4147.27,16,0,0,0,1,6,263,0
4872.99,3,0,0,0,2,4,846,0
7630.71,4,0,1,0,0,13,5,1
1566.16,1,0,1,0,1,9,256,1
33661.79,18,0,0,0,1,4,263,0
22093.84,17,0,1,0,0,8,970,0
6314.52,21,0,0,0,4,10,18,1
